"state_name","year","Value"
"MISSISSIPPI",1925,29
"MISSOURI",1925,61
"MONTANA",1925,14
"NEBRASKA",1925,60
"NEVADA",1925,17
"NEW HAMPSHIRE",1925,38
"NEW JERSEY",1925,136
"NEW MEXICO",1925,6
"NEW YORK",1925,71
"NORTH CAROLINA",1925,50
"NORTH DAKOTA",1925,30
"OHIO",1925,88
"OKLAHOMA",1925,34
"OREGON",1925,44
"PENNSYLVANIA",1925,72
"RHODE ISLAND",1925,90
"SOUTH CAROLINA",1925,43
"SOUTH DAKOTA",1925,45
"TENNESSEE",1925,42
"TEXAS",1925,28
"UTAH",1925,38
"VERMONT",1925,35
"VIRGINIA",1925,52
"WASHINGTON",1925,58
"WEST VIRGINIA",1925,40
"WISCONSIN",1925,87
"WYOMING",1925,9
"ALABAMA",1926,26
"ARIZONA",1926,14
"ARKANSAS",1926,34
"CALIFORNIA",1926,113
"COLORADO",1926,23
"CONNECTICUT",1926,118
"DELAWARE",1926,69
"FLORIDA",1926,107
"GEORGIA",1926,27
"IDAHO",1926,44
"ILLINOIS",1926,130
"INDIANA",1926,81
"IOWA",1926,142
"KANSAS",1926,49
"KENTUCKY",1926,43
"LOUISIANA",1926,40
"MAINE",1926,40
"MARYLAND",1926,78
"MASSACHUSETTS",1926,114
"MICHIGAN",1926,70
"MINNESOTA",1926,78
"MISSISSIPPI",1926,30
"MISSOURI",1926,57
"MONTANA",1926,13
"NEBRASKA",1926,60
"NEVADA",1926,16
"NEW HAMPSHIRE",1926,39
"NEW JERSEY",1926,149
"NEW MEXICO",1926,6
"NEW YORK",1926,71
"NORTH CAROLINA",1926,50
"NORTH DAKOTA",1926,28
"OHIO",1926,86
"OKLAHOMA",1926,34
"OREGON",1926,41
"PENNSYLVANIA",1926,74
"RHODE ISLAND",1926,97
"SOUTH CAROLINA",1926,40
"SOUTH DAKOTA",1926,42
"TENNESSEE",1926,42
"TEXAS",1926,28
"UTAH",1926,39
"VERMONT",1926,36
"VIRGINIA",1926,50
"WASHINGTON",1926,57
"WEST VIRGINIA",1926,39
"WISCONSIN",1926,84
"WYOMING",1926,9
"ALABAMA",1927,25
"ARIZONA",1927,14
"ARKANSAS",1927,34
"CALIFORNIA",1927,115
"COLORADO",1927,23
"CONNECTICUT",1927,127
"DELAWARE",1927,69
"FLORIDA",1927,88
"GEORGIA",1927,25
"IDAHO",1927,45
"ILLINOIS",1927,118
"INDIANA",1927,74
"IOWA",1927,132
"KANSAS",1927,49
"KENTUCKY",1927,43
"LOUISIANA",1927,39
"MAINE",1927,40
"MARYLAND",1927,77
"MASSACHUSETTS",1927,116
"MICHIGAN",1927,69
"MINNESOTA",1927,73
"MISSISSIPPI",1927,29
"MISSOURI",1927,55
"MONTANA",1927,13
"NEBRASKA",1927,58
"NEVADA",1927,16
"NEW HAMPSHIRE",1927,39
"NEW JERSEY",1927,155
"NEW MEXICO",1927,6
"NEW YORK",1927,72
"NORTH CAROLINA",1927,49
"NORTH DAKOTA",1927,27
"OHIO",1927,82
"OKLAHOMA",1927,35
"OREGON",1927,42
"PENNSYLVANIA",1927,75
"RHODE ISLAND",1927,106
"SOUTH CAROLINA",1927,37
"SOUTH DAKOTA",1927,38
"TENNESSEE",1927,41
"TEXAS",1927,28
"UTAH",1927,39
"VERMONT",1927,36
"VIRGINIA",1927,48
"WASHINGTON",1927,58
"WEST VIRGINIA",1927,38
"WISCONSIN",1927,82
"WYOMING",1927,8
"ALABAMA",1928,27
"ARIZONA",1928,16
"ARKANSAS",1928,34
"CALIFORNIA",1928,113
"COLORADO",1928,23
"CONNECTICUT",1928,136
"DELAWARE",1928,71
"FLORIDA",1928,85
"GEORGIA",1928,25
"IDAHO",1928,46
"ILLINOIS",1928,114
"INDIANA",1928,73
"IOWA",1928,129
"KANSAS",1928,49
"KENTUCKY",1928,42
"LOUISIANA",1928,40
"MAINE",1928,40
"MARYLAND",1928,78
"MASSACHUSETTS",1928,121
"MICHIGAN",1928,69
"MINNESOTA",1928,71
"MISSISSIPPI",1928,30
"MISSOURI",1928,54
"MONTANA",1928,13
"NEBRASKA",1928,57
"NEVADA",1928,16
"NEW HAMPSHIRE",1928,39
"NEW JERSEY",1928,160
"NEW MEXICO",1928,6
"NEW YORK",1928,72
"NORTH CAROLINA",1928,49
"NORTH DAKOTA",1928,26
"OHIO",1928,80
"OKLAHOMA",1928,35
"OREGON",1928,40
"PENNSYLVANIA",1928,77
"RHODE ISLAND",1928,113
"SOUTH CAROLINA",1928,37
"SOUTH DAKOTA",1928,37
"TENNESSEE",1928,41
"TEXAS",1928,28
"UTAH",1928,40
"VERMONT",1928,36
"VIRGINIA",1928,49
"WASHINGTON",1928,58
"WEST VIRGINIA",1928,38
"WISCONSIN",1928,81
"WYOMING",1928,9
"ALABAMA",1929,27
"ARIZONA",1929,17
"ARKANSAS",1929,34
"CALIFORNIA",1929,113
"COLORADO",1929,22
"CONNECTICUT",1929,143
"DELAWARE",1929,73
"FLORIDA",1929,85
"GEORGIA",1929,26
"IDAHO",1929,46
"ILLINOIS",1929,113
"INDIANA",1929,73
"IOWA",1929,128
"KANSAS",1929,49
"KENTUCKY",1929,43
"LOUISIANA",1929,43
"MAINE",1929,41
"MARYLAND",1929,79
"MASSACHUSETTS",1929,125
"MICHIGAN",1929,69
"MINNESOTA",1929,71
"MISSISSIPPI",1929,31
"MISSOURI",1929,54
"MONTANA",1929,13
"NEBRASKA",1929,57
"NEVADA",1929,16
"NEW HAMPSHIRE",1929,39
"NEW JERSEY",1929,166
"NEW MEXICO",1929,6
"NEW YORK",1929,73
"NORTH CAROLINA",1929,48
"NORTH DAKOTA",1929,26
"OHIO",1929,81
"OKLAHOMA",1929,36
"OREGON",1929,40
"PENNSYLVANIA",1929,78
"RHODE ISLAND",1929,118
"SOUTH CAROLINA",1929,37
"SOUTH DAKOTA",1929,36
"TENNESSEE",1929,41
"TEXAS",1929,28
"UTAH",1929,41
"VERMONT",1929,39
"VIRGINIA",1929,50
"WASHINGTON",1929,55
"WEST VIRGINIA",1929,39
"WISCONSIN",1929,80
"WYOMING",1929,9
"ALABAMA",1930,29
"ARIZONA",1930,18
"ARKANSAS",1930,34
"CALIFORNIA",1930,112
"COLORADO",1930,22
"CONNECTICUT",1930,151
"DELAWARE",1930,74
"FLORIDA",1930,84
"GEORGIA",1930,26
"IDAHO",1930,45
"ILLINOIS",1930,109
"INDIANA",1930,72
"IOWA",1930,124
"KANSAS",1930,49
"KENTUCKY",1930,44
"LOUISIANA",1930,45
"MAINE",1930,42
"MARYLAND",1930,81
"MASSACHUSETTS",1930,130
"MICHIGAN",1930,68
"MINNESOTA",1930,69
"MISSISSIPPI",1930,33
"MISSOURI",1930,53
"MONTANA",1930,12
"NEBRASKA",1930,56
"NEVADA",1930,16
"NEW HAMPSHIRE",1930,39
"NEW JERSEY",1930,170
"NEW MEXICO",1930,7
"NEW YORK",1930,73
"NORTH CAROLINA",1930,47
"NORTH DAKOTA",1930,25
"OHIO",1930,79
"OKLAHOMA",1930,37
"OREGON",1930,38
"PENNSYLVANIA",1930,79
"RHODE ISLAND",1930,124
"SOUTH CAROLINA",1930,36
"SOUTH DAKOTA",1930,35
"TENNESSEE",1930,41
"TEXAS",1930,29
"UTAH",1930,39
"VERMONT",1930,37
"VIRGINIA",1930,51
"WASHINGTON",1930,57
"WEST VIRGINIA",1930,39
"WISCONSIN",1930,79
"WYOMING",1930,9
"ALABAMA",1931,26
"ARIZONA",1931,16
"ARKANSAS",1931,28
"CALIFORNIA",1931,103
"COLORADO",1931,20
"CONNECTICUT",1931,151
"DELAWARE",1931,72
"FLORIDA",1931,79
"GEORGIA",1931,24
"IDAHO",1931,39
"ILLINOIS",1931,96
"INDIANA",1931,65
"IOWA",1931,109
"KANSAS",1931,45
"KENTUCKY",1931,40
"LOUISIANA",1931,41
"MAINE",1931,41
"MARYLAND",1931,80
"MASSACHUSETTS",1931,129
"MICHIGAN",1931,64
"MINNESOTA",1931,60
"MISSISSIPPI",1931,30
"MISSOURI",1931,46
"MONTANA",1931,10
"NEBRASKA",1931,52
"NEVADA",1931,15
"NEW HAMPSHIRE",1931,39
"NEW JERSEY",1931,164
"NEW MEXICO",1931,6
"NEW YORK",1931,68
"NORTH CAROLINA",1931,40
"NORTH DAKOTA",1931,22
"OHIO",1931,72
"OKLAHOMA",1931,34
"OREGON",1931,34
"PENNSYLVANIA",1931,74
"RHODE ISLAND",1931,123
"SOUTH CAROLINA",1931,32
"SOUTH DAKOTA",1931,31
"TENNESSEE",1931,38
"TEXAS",1931,26
"UTAH",1931,34
"VERMONT",1931,37
"VIRGINIA",1931,45
"WASHINGTON",1931,49
"WEST VIRGINIA",1931,36
"WISCONSIN",1931,70
"WYOMING",1931,8
"ALABAMA",1932,21
"ARIZONA",1932,15
"ARKANSAS",1932,25
"CALIFORNIA",1932,86
"COLORADO",1932,15
"CONNECTICUT",1932,144
"DELAWARE",1932,64
"FLORIDA",1932,68
"GEORGIA",1932,19
"IDAHO",1932,32
"ILLINOIS",1932,79
"INDIANA",1932,54
"IOWA",1932,89
"KANSAS",1932,38
"KENTUCKY",1932,33
"LOUISIANA",1932,35
"MAINE",1932,37
"MARYLAND",1932,70
"MASSACHUSETTS",1932,119
"MICHIGAN",1932,54
"MINNESOTA",1932,51
"MISSISSIPPI",1932,25
"MISSOURI",1932,39
"MONTANA",1932,8
"NEBRASKA",1932,44
"NEVADA",1932,13
"NEW HAMPSHIRE",1932,36
"NEW JERSEY",1932,155
"NEW MEXICO",1932,5
"NEW YORK",1932,65
"NORTH CAROLINA",1932,34
"NORTH DAKOTA",1932,19
"OHIO",1932,62
"OKLAHOMA",1932,28
"OREGON",1932,28
"PENNSYLVANIA",1932,70
"RHODE ISLAND",1932,125
"SOUTH CAROLINA",1932,26
"SOUTH DAKOTA",1932,26
"TENNESSEE",1932,32
"TEXAS",1932,20
"UTAH",1932,29
"VERMONT",1932,34
"VIRGINIA",1932,38
"WASHINGTON",1932,40
"WEST VIRGINIA",1932,30
"WISCONSIN",1932,62
"WYOMING",1932,6
"ALABAMA",1933,18
"ARIZONA",1933,14
"ARKANSAS",1933,19
"CALIFORNIA",1933,65
"COLORADO",1933,12
"CONNECTICUT",1933,135
"DELAWARE",1933,54
"FLORIDA",1933,59
"GEORGIA",1933,15
"IDAHO",1933,25
"ILLINOIS",1933,65
"INDIANA",1933,48
"IOWA",1933,65
"KANSAS",1933,30
"KENTUCKY",1933,27
"LOUISIANA",1933,30
"MAINE",1933,32
"MARYLAND",1933,59
"MASSACHUSETTS",1933,111
"MICHIGAN",1933,45
"MINNESOTA",1933,41
"MISSISSIPPI",1933,20
"MISSOURI",1933,32
"MONTANA",1933,7
"NEBRASKA",1933,35
"NEVADA",1933,10
"NEW HAMPSHIRE",1933,33
"NEW JERSEY",1933,142
"NEW MEXICO",1933,4
"NEW YORK",1933,57
"NORTH CAROLINA",1933,26
"NORTH DAKOTA",1933,17
"OHIO",1933,52
"OKLAHOMA",1933,22
"OREGON",1933,21
"PENNSYLVANIA",1933,57
"RHODE ISLAND",1933,110
"SOUTH CAROLINA",1933,20
"SOUTH DAKOTA",1933,21
"TENNESSEE",1933,26
"TEXAS",1933,18
"UTAH",1933,23
"VERMONT",1933,31
"VIRGINIA",1933,34
"WASHINGTON",1933,32
"WEST VIRGINIA",1933,27
"WISCONSIN",1933,55
"WYOMING",1933,5
"ALABAMA",1934,20
"ARIZONA",1934,13
"ARKANSAS",1934,21
"CALIFORNIA",1934,65
"COLORADO",1934,11
"CONNECTICUT",1934,133
"DELAWARE",1934,54
"FLORIDA",1934,57
"GEORGIA",1934,17
"IDAHO",1934,26
"ILLINOIS",1934,70
"INDIANA",1934,50
"IOWA",1934,70
"KANSAS",1934,31
"KENTUCKY",1934,28
"LOUISIANA",1934,32
"MAINE",1934,31
"MARYLAND",1934,59
"MASSACHUSETTS",1934,110
"MICHIGAN",1934,46
"MINNESOTA",1934,43
"MISSISSIPPI",1934,22
"MISSOURI",1934,33
"MONTANA",1934,7
"NEBRASKA",1934,35
"NEVADA",1934,10
"NEW HAMPSHIRE",1934,32
"NEW JERSEY",1934,139
"NEW MEXICO",1934,4
"NEW YORK",1934,57
"NORTH CAROLINA",1934,30
"NORTH DAKOTA",1934,17
"OHIO",1934,55
"OKLAHOMA",1934,24
"OREGON",1934,21
"PENNSYLVANIA",1934,57
"RHODE ISLAND",1934,111
"SOUTH CAROLINA",1934,23
"SOUTH DAKOTA",1934,21
"TENNESSEE",1934,28
"TEXAS",1934,18
"UTAH",1934,23
"VERMONT",1934,30
"VIRGINIA",1934,35
"WASHINGTON",1934,35
"WEST VIRGINIA",1934,29
"WISCONSIN",1934,54
"WYOMING",1934,5
"ALABAMA",1935,21
"ARIZONA",1935,12
"ARKANSAS",1935,22
"CALIFORNIA",1935,68
"COLORADO",1935,11
"CONNECTICUT",1935,133
"DELAWARE",1935,55
"FLORIDA",1935,54
"GEORGIA",1935,18
"IDAHO",1935,28
"ILLINOIS",1935,72
"INDIANA",1935,54
"IOWA",1935,73
"KANSAS",1935,31
"KENTUCKY",1935,30
"LOUISIANA",1935,33
"MAINE",1935,31
"MARYLAND",1935,60
"MASSACHUSETTS",1935,109
"MICHIGAN",1935,46
"MINNESOTA",1935,43
"MISSISSIPPI",1935,23
"MISSOURI",1935,33
"MONTANA",1935,7
"NEBRASKA",1935,34
"NEVADA",1935,10
"NEW HAMPSHIRE",1935,32
"NEW JERSEY",1935,135
"NEW MEXICO",1935,4
"NEW YORK",1935,57
"NORTH CAROLINA",1935,33
"NORTH DAKOTA",1935,17
"OHIO",1935,57
"OKLAHOMA",1935,24
"OREGON",1935,22
"PENNSYLVANIA",1935,58
"RHODE ISLAND",1935,112
"SOUTH CAROLINA",1935,26
"SOUTH DAKOTA",1935,20
"TENNESSEE",1935,30
"TEXAS",1935,19
"UTAH",1935,23
"VERMONT",1935,30
"VIRGINIA",1935,37
"WASHINGTON",1935,37
"WEST VIRGINIA",1935,29
"WISCONSIN",1935,55
"WYOMING",1935,5
"ALABAMA",1936,21
"ARIZONA",1936,11
"ARKANSAS",1936,23
"CALIFORNIA",1936,74
"COLORADO",1936,12
"CONNECTICUT",1936,135
"DELAWARE",1936,57
"FLORIDA",1936,51
"GEORGIA",1936,19
"IDAHO",1936,30
"ILLINOIS",1936,75
"INDIANA",1936,58
"IOWA",1936,79
"KANSAS",1936,32
"KENTUCKY",1936,30
"LOUISIANA",1936,33
"MAINE",1936,31
"MARYLAND",1936,62
"MASSACHUSETTS",1936,108
"MICHIGAN",1936,47
"MINNESOTA",1936,44
"MISSISSIPPI",1936,23
"MISSOURI",1936,34
"MONTANA",1936,7
"NEBRASKA",1936,34
"NEVADA",1936,11
"NEW HAMPSHIRE",1936,33
"NEW JERSEY",1936,134
"NEW MEXICO",1936,5
"NEW YORK",1936,58
"NORTH CAROLINA",1936,35
"NORTH DAKOTA",1936,17
"OHIO",1936,62
"OKLAHOMA",1936,25
"OREGON",1936,23
"PENNSYLVANIA",1936,60
"RHODE ISLAND",1936,114
"SOUTH CAROLINA",1936,27
"SOUTH DAKOTA",1936,20
"TENNESSEE",1936,33
"TEXAS",1936,19
"UTAH",1936,23
"VERMONT",1936,30
"VIRGINIA",1936,38
"WASHINGTON",1936,38
"WEST VIRGINIA",1936,30
"WISCONSIN",1936,55
"WYOMING",1936,5
"ALABAMA",1937,21
"ARIZONA",1937,9
"ARKANSAS",1937,24
"CALIFORNIA",1937,81
"COLORADO",1937,13
"CONNECTICUT",1937,137
"DELAWARE",1937,59
"FLORIDA",1937,49
"GEORGIA",1937,20
"IDAHO",1937,33
"ILLINOIS",1937,79
"INDIANA",1937,61
"IOWA",1937,79
"KANSAS",1937,33
"KENTUCKY",1937,33
"LOUISIANA",1937,34
"MAINE",1937,31
"MARYLAND",1937,65
"MASSACHUSETTS",1937,109
"MICHIGAN",1937,51
"MINNESOTA",1937,45
"MISSISSIPPI",1937,24
"MISSOURI",1937,34
"MONTANA",1937,8
"NEBRASKA",1937,32
"NEVADA",1937,12
"NEW HAMPSHIRE",1937,34
"NEW JERSEY",1937,131
"NEW MEXICO",1937,5
"NEW YORK",1937,58
"NORTH CAROLINA",1937,38
"NORTH DAKOTA",1937,17
"OHIO",1937,65
"OKLAHOMA",1937,25
"OREGON",1937,26
"PENNSYLVANIA",1937,60
"RHODE ISLAND",1937,116
"SOUTH CAROLINA",1937,29
"SOUTH DAKOTA",1937,19
"TENNESSEE",1937,33
"TEXAS",1937,19
"UTAH",1937,23
"VERMONT",1937,31
"VIRGINIA",1937,41
"WASHINGTON",1937,41
"WEST VIRGINIA",1937,30
"WISCONSIN",1937,58
"WYOMING",1937,5
"ALABAMA",1938,22
"ARIZONA",1938,8
"ARKANSAS",1938,25
"CALIFORNIA",1938,80
"COLORADO",1938,12
"CONNECTICUT",1938,135
"DELAWARE",1938,61
"FLORIDA",1938,45
"GEORGIA",1938,20
"IDAHO",1938,32
"ILLINOIS",1938,81
"INDIANA",1938,63
"IOWA",1938,80
"KANSAS",1938,33
"KENTUCKY",1938,35
"LOUISIANA",1938,36
"MAINE",1938,30
"MARYLAND",1938,66
"MASSACHUSETTS",1938,110
"MICHIGAN",1938,51
"MINNESOTA",1938,45
"MISSISSIPPI",1938,26
"MISSOURI",1938,33
"MONTANA",1938,7
"NEBRASKA",1938,30
"NEVADA",1938,12
"NEW HAMPSHIRE",1938,34
"NEW JERSEY",1938,125
"NEW MEXICO",1938,5
"NEW YORK",1938,57
"NORTH CAROLINA",1938,40
"NORTH DAKOTA",1938,16
"OHIO",1938,64
"OKLAHOMA",1938,25
"OREGON",1938,26
"PENNSYLVANIA",1938,60
"RHODE ISLAND",1938,115
"SOUTH CAROLINA",1938,30
"SOUTH DAKOTA",1938,17
"TENNESSEE",1938,34
"TEXAS",1938,19
"UTAH",1938,22
"VERMONT",1938,30
"VIRGINIA",1938,41
"WASHINGTON",1938,40
"WEST VIRGINIA",1938,30
"WISCONSIN",1938,56
"WYOMING",1938,6
"ALABAMA",1939,22
"ARIZONA",1939,7
"ARKANSAS",1939,25
"CALIFORNIA",1939,73
"COLORADO",1939,12
"CONNECTICUT",1939,135
"DELAWARE",1939,61
"FLORIDA",1939,42
"GEORGIA",1939,20
"IDAHO",1939,32
"ILLINOIS",1939,80
"INDIANA",1939,62
"IOWA",1939,78
"KANSAS",1939,32
"KENTUCKY",1939,36
"LOUISIANA",1939,35
"MAINE",1939,29
"MARYLAND",1939,66
"MASSACHUSETTS",1939,109
"MICHIGAN",1939,51
"MINNESOTA",1939,44
"MISSISSIPPI",1939,25
"MISSOURI",1939,31
"MONTANA",1939,7
"NEBRASKA",1939,28
"NEVADA",1939,12
"NEW HAMPSHIRE",1939,34
"NEW JERSEY",1939,125
"NEW MEXICO",1939,5
"NEW YORK",1939,56
"NORTH CAROLINA",1939,39
"NORTH DAKOTA",1939,14
"OHIO",1939,65
"OKLAHOMA",1939,24
"OREGON",1939,26
"PENNSYLVANIA",1939,59
"RHODE ISLAND",1939,116
"SOUTH CAROLINA",1939,30
"SOUTH DAKOTA",1939,14
"TENNESSEE",1939,35
"TEXAS",1939,19
"UTAH",1939,21
"VERMONT",1939,30
"VIRGINIA",1939,41
"WASHINGTON",1939,39
"WEST VIRGINIA",1939,30
"WISCONSIN",1939,54
"WYOMING",1939,6
"ALABAMA",1940,21
"ARIZONA",1940,6
"ARKANSAS",1940,25
"CALIFORNIA",1940,71
"COLORADO",1940,12
"CONNECTICUT",1940,135
"DELAWARE",1940,61
"FLORIDA",1940,39
"GEORGIA",1940,20
"IDAHO",1940,33
"ILLINOIS",1940,82
"INDIANA",1940,63
"IOWA",1940,79
"KANSAS",1940,30
"KENTUCKY",1940,38
"LOUISIANA",1940,35
"MAINE",1940,29
"MARYLAND",1940,65
"MASSACHUSETTS",1940,109
"MICHIGAN",1940,51
"MINNESOTA",1940,44
"MISSISSIPPI",1940,25
"MISSOURI",1940,32
"MONTANA",1940,8
"NEBRASKA",1940,24
"NEVADA",1940,13
"NEW HAMPSHIRE",1940,34
"NEW JERSEY",1940,122
"NEW MEXICO",1940,5
"NEW YORK",1940,55
"NORTH CAROLINA",1940,39
"NORTH DAKOTA",1940,13
"OHIO",1940,66
"OKLAHOMA",1940,24
"OREGON",1940,27
"PENNSYLVANIA",1940,59
"RHODE ISLAND",1940,119
"SOUTH CAROLINA",1940,30
"SOUTH DAKOTA",1940,13
"TENNESSEE",1940,36
"TEXAS",1940,19
"UTAH",1940,21
"VERMONT",1940,30
"VIRGINIA",1940,41
"WASHINGTON",1940,39
"WEST VIRGINIA",1940,30
"WISCONSIN",1940,52
"WYOMING",1940,6
"ALABAMA",1941,22
"ARIZONA",1941,7
"ARKANSAS",1941,26
"CALIFORNIA",1941,72
"COLORADO",1941,13
"CONNECTICUT",1941,143
"DELAWARE",1941,64
"FLORIDA",1941,39
"GEORGIA",1941,22
"IDAHO",1941,33
"ILLINOIS",1941,83
"INDIANA",1941,65
"IOWA",1941,79
"KANSAS",1941,30
"KENTUCKY",1941,38
"LOUISIANA",1941,36
"MAINE",1941,29
"MARYLAND",1941,68
"MASSACHUSETTS",1941,112
"MICHIGAN",1941,51
"MINNESOTA",1941,44
"MISSISSIPPI",1941,26
"MISSOURI",1941,32
"MONTANA",1941,8
"NEBRASKA",1941,22
"NEVADA",1941,13
"NEW HAMPSHIRE",1941,36
"NEW JERSEY",1941,136
"NEW MEXICO",1941,5
"NEW YORK",1941,55
"NORTH CAROLINA",1941,38
"NORTH DAKOTA",1941,13
"OHIO",1941,68
"OKLAHOMA",1941,24
"OREGON",1941,28
"PENNSYLVANIA",1941,60
"RHODE ISLAND",1941,124
"SOUTH CAROLINA",1941,32
"SOUTH DAKOTA",1941,12
"TENNESSEE",1941,37
"TEXAS",1941,19
"UTAH",1941,22
"VERMONT",1941,30
"VIRGINIA",1941,42
"WASHINGTON",1941,40
"WEST VIRGINIA",1941,32
"WISCONSIN",1941,51
"WYOMING",1941,6
"ALABAMA",1942,23
"ARIZONA",1942,7
"ARKANSAS",1942,29
"CALIFORNIA",1942,79
"COLORADO",1942,14
"CONNECTICUT",1942,152
"DELAWARE",1942,67
"FLORIDA",1942,42
"GEORGIA",1942,23
"IDAHO",1942,36
"ILLINOIS",1942,94
"INDIANA",1942,73
"IOWA",1942,84
"KANSAS",1942,31
"KENTUCKY",1942,42
"LOUISIANA",1942,40
"MAINE",1942,32
"MARYLAND",1942,72
"MASSACHUSETTS",1942,116
"MICHIGAN",1942,56
"MINNESOTA",1942,46
"MISSISSIPPI",1942,28
"MISSOURI",1942,35
"MONTANA",1942,8
"NEBRASKA",1942,24
"NEVADA",1942,13
"NEW HAMPSHIRE",1942,39
"NEW JERSEY",1942,152
"NEW MEXICO",1942,6
"NEW YORK",1942,56
"NORTH CAROLINA",1942,43
"NORTH DAKOTA",1942,14
"OHIO",1942,75
"OKLAHOMA",1942,26
"OREGON",1942,31
"PENNSYLVANIA",1942,63
"RHODE ISLAND",1942,133
"SOUTH CAROLINA",1942,35
"SOUTH DAKOTA",1942,13
"TENNESSEE",1942,40
"TEXAS",1942,22
"UTAH",1942,24
"VERMONT",1942,31
"VIRGINIA",1942,43
"WASHINGTON",1942,44
"WEST VIRGINIA",1942,34
"WISCONSIN",1942,54
"WYOMING",1942,6
"ALABAMA",1943,25
"ARIZONA",1943,9
"ARKANSAS",1943,31
"CALIFORNIA",1943,92
"COLORADO",1943,15
"CONNECTICUT",1943,155
"DELAWARE",1943,76
"FLORIDA",1943,46
"GEORGIA",1943,25
"IDAHO",1943,41
"ILLINOIS",1943,98
"INDIANA",1943,80
"IOWA",1943,91
"KANSAS",1943,34
"KENTUCKY",1943,47
"LOUISIANA",1943,47
"MAINE",1943,34
"MARYLAND",1943,79
"MASSACHUSETTS",1943,122
"MICHIGAN",1943,61
"MINNESOTA",1943,51
"MISSISSIPPI",1943,31
"MISSOURI",1943,39
"MONTANA",1943,9
"NEBRASKA",1943,27
"NEVADA",1943,14
"NEW HAMPSHIRE",1943,42
"NEW JERSEY",1943,169
"NEW MEXICO",1943,7
"NEW YORK",1943,62
"NORTH CAROLINA",1943,46
"NORTH DAKOTA",1943,15
"OHIO",1943,82
"OKLAHOMA",1943,28
"OREGON",1943,34
"PENNSYLVANIA",1943,69
"RHODE ISLAND",1943,137
"SOUTH CAROLINA",1943,38
"SOUTH DAKOTA",1943,15
"TENNESSEE",1943,44
"TEXAS",1943,23
"UTAH",1943,26
"VERMONT",1943,34
"VIRGINIA",1943,47
"WASHINGTON",1943,49
"WEST VIRGINIA",1943,38
"WISCONSIN",1943,57
"WYOMING",1943,7
"ALABAMA",1944,29
"ARIZONA",1944,10
"ARKANSAS",1944,36
"CALIFORNIA",1944,112
"COLORADO",1944,18
"CONNECTICUT",1944,171
"DELAWARE",1944,78
"FLORIDA",1944,51
"GEORGIA",1944,29
"IDAHO",1944,48
"ILLINOIS",1944,113
"INDIANA",1944,91
"IOWA",1944,105
"KANSAS",1944,39
"KENTUCKY",1944,52
"LOUISIANA",1944,51
"MAINE",1944,40
"MARYLAND",1944,88
"MASSACHUSETTS",1944,137
"MICHIGAN",1944,70
"MINNESOTA",1944,56
"MISSISSIPPI",1944,33
"MISSOURI",1944,43
"MONTANA",1944,11
"NEBRASKA",1944,33
"NEVADA",1944,16
"NEW HAMPSHIRE",1944,47
"NEW JERSEY",1944,180
"NEW MEXICO",1944,8
"NEW YORK",1944,63
"NORTH CAROLINA",1944,55
"NORTH DAKOTA",1944,18
"OHIO",1944,93
"OKLAHOMA",1944,31
"OREGON",1944,41
"PENNSYLVANIA",1944,75
"RHODE ISLAND",1944,155
"SOUTH CAROLINA",1944,46
"SOUTH DAKOTA",1944,18
"TENNESSEE",1944,49
"TEXAS",1944,26
"UTAH",1944,28
"VERMONT",1944,37
"VIRGINIA",1944,52
"WASHINGTON",1944,60
"WEST VIRGINIA",1944,41
"WISCONSIN",1944,63
"WYOMING",1944,8
"ALABAMA",1945,33
"ARIZONA",1945,11
"ARKANSAS",1945,42
"CALIFORNIA",1945,134
"COLORADO",1945,21
"CONNECTICUT",1945,182
"DELAWARE",1945,87
"FLORIDA",1945,59
"GEORGIA",1945,32
"IDAHO",1945,54
"ILLINOIS",1945,121
"INDIANA",1945,100
"IOWA",1945,111
"KANSAS",1945,45
"KENTUCKY",1945,58
"LOUISIANA",1945,55
"MAINE",1945,43
"MARYLAND",1945,93
"MASSACHUSETTS",1945,150
"MICHIGAN",1945,74
"MINNESOTA",1945,58
"MISSISSIPPI",1945,38
"MISSOURI",1945,48
"MONTANA",1945,12
"NEBRASKA",1945,37
"NEVADA",1945,18
"NEW HAMPSHIRE",1945,54
"NEW JERSEY",1945,199
"NEW MEXICO",1945,10
"NEW YORK",1945,68
"NORTH CAROLINA",1945,64
"NORTH DAKOTA",1945,19
"OHIO",1945,100
"OKLAHOMA",1945,33
"OREGON",1945,46
"PENNSYLVANIA",1945,83
"RHODE ISLAND",1945,165
"SOUTH CAROLINA",1945,55
"SOUTH DAKOTA",1945,19
"TENNESSEE",1945,54
"TEXAS",1945,32
"UTAH",1945,31
"VERMONT",1945,40
"VIRGINIA",1945,61
"WASHINGTON",1945,64
"WEST VIRGINIA",1945,42
"WISCONSIN",1945,68
"WYOMING",1945,9
"ALABAMA",1946,38
"ARIZONA",1946,13
"ARKANSAS",1946,44
"CALIFORNIA",1946,157
"COLORADO",1946,22
"CONNECTICUT",1946,204
"DELAWARE",1946,97
"FLORIDA",1946,70
"GEORGIA",1946,35
"IDAHO",1946,59
"ILLINOIS",1946,134
"INDIANA",1946,116
"IOWA",1946,124
"KANSAS",1946,48
"KENTUCKY",1946,67
"LOUISIANA",1946,61
"MAINE",1946,48
"MARYLAND",1946,104
